"ref_area.label","indicator.label","source.label","sex.label","classif1.label","classif2.label","time","obs_value","obs_status.label"
"Korea, Democratic People's Republic of","Labour force by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2021 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 25+","Area type: Urban","2013",3812.038,
"Korea, Democratic People's Republic of","Labour force by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2021 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15+","Area type: National","2013",8192.479,
"Korea, Democratic People's Republic of","Labour force by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2021 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15+","Area type: Rural","2013",5849.82,
"Korea, Democratic People's Republic of","Labour force by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2021 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15+","Area type: Urban","2013",2342.658,
"Korea, Democratic People's Republic of","Labour force by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2021 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15-24","Area type: National","2013",1516.683,
"Korea, Democratic People's Republic of","Labour force by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2021 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15-24","Area type: Rural","2013",1115.104,
"Korea, Democratic People's Republic of","Labour force by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2021 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15-24","Area type: Urban","2013",401.579,
"Korea, Democratic People's Republic of","Labour force by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2021 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 25+","Area type: National","2013",6675.796,
"Korea, Democratic People's Republic of","Labour force by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2021 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 25+","Area type: Rural","2013",4734.716,
"Korea, Democratic People's Republic of","Labour force by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2021 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 25+","Area type: Urban","2013",1941.079,
"Korea, Democratic People's Republic of","Labour force by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2021 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15+","Area type: National","2013",7894.926,
"Korea, Democratic People's Republic of","Labour force by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2021 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15+","Area type: Rural","2013",5624.284,
"Korea, Democratic People's Republic of","Labour force by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2021 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15+","Area type: Urban","2013",2270.642,
"Korea, Democratic People's Republic of","Labour force by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2021 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15-24","Area type: National","2013",1494.901,
"Korea, Democratic People's Republic of","Labour force by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2021 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15-24","Area type: Rural","2013",1095.217,
"Korea, Democratic People's Republic of","Labour force by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2021 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15-24","Area type: Urban","2013",399.684,
"Korea, Democratic People's Republic of","Labour force by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2021 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 25+","Area type: National","2013",6400.025,
"Korea, Democratic People's Republic of","Labour force by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2021 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 25+","Area type: Rural","2013",4529.066,
"Korea, Democratic People's Republic of","Labour force by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2021 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 25+","Area type: Urban","2013",1870.958,
"Korea, Democratic People's Republic of","Median age of the labour force by sex -- ILO modelled estimates, Nov. 2020 (years)","ILO - Modelled Estimates","Sex: Total",,,"2019",40.64,
"Korea, Democratic People's Republic of","Median age of the labour force by sex -- ILO modelled estimates, Nov. 2020 (years)","ILO - Modelled Estimates","Sex: Male",,,"2019",40.69,
"Korea, Democratic People's Republic of","Median age of the labour force by sex -- ILO modelled estimates, Nov. 2020 (years)","ILO - Modelled Estimates","Sex: Female",,,"2019",40.57,
"Korea, Democratic People's Republic of","Median age of the labour force by sex -- ILO modelled estimates, Nov. 2020 (years)","ILO - Modelled Estimates","Sex: Total",,,"2018",40.58,
"Korea, Democratic People's Republic of","Median age of the labour force by sex -- ILO modelled estimates, Nov. 2020 (years)","ILO - Modelled Estimates","Sex: Male",,,"2018",40.64,
"Korea, Democratic People's Republic of","Median age of the labour force by sex -- ILO modelled estimates, Nov. 2020 (years)","ILO - Modelled Estimates","Sex: Female",,,"2018",40.5,
"Korea, Democratic People's Republic of","Median age of the labour force by sex -- ILO modelled estimates, Nov. 2020 (years)","ILO - Modelled Estimates","Sex: Total",,,"2017",40.59,
"Korea, Democratic People's Republic of","Median age of the labour force by sex -- ILO modelled estimates, Nov. 2020 (years)","ILO - Modelled Estimates","Sex: Male",,,"2017",40.62,
"Korea, Democratic People's Republic of","Median age of the labour force by sex -- ILO modelled estimates, Nov. 2020 (years)","ILO - Modelled Estimates","Sex: Female",,,"2017",40.56,
"Korea, Democratic People's Republic of","Median age of the labour force by sex -- ILO modelled estimates, Nov. 2020 (years)","ILO - Modelled Estimates","Sex: Total",,,"2016",40.55,
"Korea, Democratic People's Republic of","Median age of the labour force by sex -- ILO modelled estimates, Nov. 2020 (years)","ILO - Modelled Estimates","Sex: Male",,,"2016",40.55,
"Korea, Democratic People's Republic of","Median age of the labour force by sex -- ILO modelled estimates, Nov. 2020 (years)","ILO - Modelled Estimates","Sex: Female",,,"2016",40.54,
"Korea, Democratic People's Republic of","Median age of the labour force by sex -- ILO modelled estimates, Nov. 2020 (years)","ILO - Modelled Estimates","Sex: Total",,,"2015",40.38,
"Korea, Democratic People's Republic of","Median age of the labour force by sex -- ILO modelled estimates, Nov. 2020 (years)","ILO - Modelled Estimates","Sex: Male",,,"2015",40.4,
"Korea, Democratic People's Republic of","Median age of the labour force by sex -- ILO modelled estimates, Nov. 2020 (years)","ILO - Modelled Estimates","Sex: Female",,,"2015",40.37,
"Korea, Democratic People's Republic of","Median age of the labour force by sex -- ILO modelled estimates, Nov. 2020 (years)","ILO - Modelled Estimates","Sex: Total",,,"2014",40.17,
"Korea, Democratic People's Republic of","Median age of the labour force by sex -- ILO modelled estimates, Nov. 2020 (years)","ILO - Modelled Estimates","Sex: Male",,,"2014",40.17,
"Korea, Democratic People's Republic of","Median age of the labour force by sex -- ILO modelled estimates, Nov. 2020 (years)","ILO - Modelled Estimates","Sex: Female",,,"2014",40.18,
"Korea, Democratic People's Republic of","Median age of the labour force by sex -- ILO modelled estimates, Nov. 2020 (years)","ILO - Modelled Estimates","Sex: Total",,,"2013",39.86,
"Korea, Democratic People's Republic of","Median age of the labour force by sex -- ILO modelled estimates, Nov. 2020 (years)","ILO - Modelled Estimates","Sex: Male",,,"2013",39.84,
"Korea, Democratic People's Republic of","Median age of the labour force by sex -- ILO modelled estimates, Nov. 2020 (years)","ILO - Modelled Estimates","Sex: Female",,,"2013",39.87,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+",,"2023",74.765,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15-24",,"2023",66.286,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 25+",,"2023",76.429,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15+",,"2023",79.883,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15-24",,"2023",62.485,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 25+",,"2023",83.461,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15+",,"2023",69.821,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15-24",,"2023",70.255,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 25+",,"2023",69.739,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+",,"2022",74.878,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15-24",,"2022",66.355,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 25+",,"2022",76.593,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15+",,"2022",79.975,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15-24",,"2022",62.461,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 25+",,"2022",83.673,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15+",,"2022",69.964,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15-24",,"2022",70.423,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 25+",,"2022",69.876,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+",,"2021",74.461,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15-64",,"2021",81.387,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15-24",,"2021",65.863,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 25+",,"2021",76.238,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15+",,"2021",79.637,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15-64",,"2021",84.333,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15-24",,"2021",61.763,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 25+",,"2021",83.521,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15+",,"2021",69.482,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15-64",,"2021",78.389,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15-24",,"2021",70.148,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 25+",,"2021",69.352,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): Total",,"2021",74.461,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 15-24",,"2021",65.863,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 25-54",,"2021",89.359,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 55-64",,"2021",70.482,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 65+",,"2021",31.956,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): Total",,"2021",79.637,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): 15-24",,"2021",61.763,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): 25-54",,"2021",92.923,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): 55-64",,"2021",79.344,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): 65+",,"2021",43.558,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): Total",,"2021",69.482,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): 15-24",,"2021",70.148,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): 25-54",,"2021",85.705,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): 55-64",,"2021",61.939,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): 65+",,"2021",24.127,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+",,"2020",73.445,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15-64",,"2020",80.167,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15-24",,"2020",65.735,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 25+",,"2020",75.084,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15+",,"2020",78.738,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15-64",,"2020",83.241,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15-24",,"2020",61.802,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 25+",,"2020",82.532,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15+",,"2020",68.369,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15-64",,"2020",77.036,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15-24",,"2020",69.848,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 25+",,"2020",68.07,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): Total",,"2020",73.445,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 15-24",,"2020",65.735,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 25-54",,"2020",87.851,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 55-64",,"2020",68.878,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 65+",,"2020",31.125,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): Total",,"2020",78.738,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): 15-24",,"2020",61.802,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): 25-54",,"2020",91.697,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): 55-64",,"2020",77.606,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): 65+",,"2020",42.516,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): Total",,"2020",68.369,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): 15-24",,"2020",69.848,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): 25-54",,"2020",83.908,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): 55-64",,"2020",60.477,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): 65+",,"2020",23.689,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+",,"2019",74.868,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15-64",,"2019",81.559,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15-24",,"2019",66.997,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 25+",,"2019",76.588,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15+",,"2019",80.272,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15-64",,"2019",84.63,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15-24",,"2019",63.04,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 25+",,"2019",84.25,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15+",,"2019",69.701,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15-64",,"2019",78.431,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15-24",,"2019",71.137,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 25+",,"2019",69.403,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): Total",,"2019",74.868,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 15-24",,"2019",66.997,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 25-54",,"2019",89.346,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 55-64",,"2019",69.919,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 65+",,"2019",31.759,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): Total",,"2019",80.272,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): 15-24",,"2019",63.04,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): 25-54",,"2019",93.186,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): 55-64",,"2019",79.063,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): 65+",,"2019",43.631,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): Total",,"2019",69.701,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): 15-24",,"2019",71.137,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): 25-54",,"2019",85.409,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): 55-64",,"2019",61.132,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): 65+",,"2019",24.273,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+",,"2018",74.862,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15-64",,"2018",81.468,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15-24",,"2018",66.979,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 25+",,"2018",76.633,
