"ref_area.label","indicator.label","source.label","sex.label","classif1.label","classif2.label","time","obs_value","obs_status.label"
"Korea, Democratic People's Republic of","Labour force by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2021 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15+","Area type: Urban","2014",2289.145,
"Korea, Democratic People's Republic of","Labour force by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2021 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15-24","Area type: National","2014",1494.158,
"Korea, Democratic People's Republic of","Labour force by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2021 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15-24","Area type: Rural","2014",1094.724,
"Korea, Democratic People's Republic of","Labour force by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2021 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15-24","Area type: Urban","2014",399.434,
"Korea, Democratic People's Republic of","Labour force by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2021 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 25+","Area type: National","2014",6465.075,
"Korea, Democratic People's Republic of","Labour force by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2021 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 25+","Area type: Rural","2014",4575.364,
"Korea, Democratic People's Republic of","Labour force by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2021 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 25+","Area type: Urban","2014",1889.711,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+",,"2024",74.396,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15-24",,"2024",66.781,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 25+",,"2024",75.857,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15+",,"2024",79.532,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15-24",,"2024",62.36,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 25+",,"2024",82.978,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15+",,"2024",69.426,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15-24",,"2024",71.394,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 25+",,"2024",69.065,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+",,"2023",74.593,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15-24",,"2023",67.037,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 25+",,"2023",76.076,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15+",,"2023",79.709,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15-24",,"2023",62.488,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 25+",,"2023",83.25,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15+",,"2023",69.652,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15-24",,"2023",71.786,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 25+",,"2023",69.252,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+",,"2022",74.598,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15-64",,"2022",81.824,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15-24",,"2022",66.975,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 25+",,"2022",76.132,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15+",,"2022",79.734,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15-64",,"2022",84.771,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15-24",,"2022",62.202,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 25+",,"2022",83.435,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15+",,"2022",69.647,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15-64",,"2022",78.824,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15-24",,"2022",71.961,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 25+",,"2022",69.203,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): Total",,"2022",74.598,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 15-24",,"2022",66.975,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 25-54",,"2022",89.985,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 55-64",,"2022",69.78,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 65+",,"2022",31.8,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): Total",,"2022",79.734,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): 15-24",,"2022",62.202,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): 25-54",,"2022",93.637,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): 55-64",,"2022",78.694,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): 65+",,"2022",43.072,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): Total",,"2022",69.647,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): 15-24",,"2022",71.961,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): 25-54",,"2022",86.242,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): 55-64",,"2022",61.173,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): 65+",,"2022",23.951,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+",,"2021",73.409,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15-64",,"2021",80.218,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15-24",,"2021",64.302,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 25+",,"2021",75.291,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15+",,"2021",78.372,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15-64",,"2021",83.046,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15-24",,"2021",60.089,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 25+",,"2021",82.344,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15+",,"2021",68.636,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15-64",,"2021",77.339,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15-24",,"2021",68.706,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 25+",,"2021",68.622,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): Total",,"2021",73.409,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 15-24",,"2021",64.302,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 25-54",,"2021",88.4,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 55-64",,"2021",69,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 65+",,"2021",31.626,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): Total",,"2021",78.372,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): 15-24",,"2021",60.089,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): 25-54",,"2021",91.778,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): 55-64",,"2021",77.991,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): 65+",,"2021",42.457,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): Total",,"2021",68.636,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): 15-24",,"2021",68.706,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): 25-54",,"2021",84.938,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): 55-64",,"2021",60.334,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): 65+",,"2021",24.317,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+",,"2020",73.094,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15-64",,"2020",79.762,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15-24",,"2020",63.687,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 25+",,"2020",75.093,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15+",,"2020",78.267,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15-64",,"2020",82.75,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15-24",,"2020",59.64,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 25+",,"2020",82.44,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15+",,"2020",68.132,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15-64",,"2020",76.719,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15-24",,"2020",67.918,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 25+",,"2020",68.175,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): Total",,"2020",73.094,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 15-24",,"2020",63.687,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 25-54",,"2020",88.018,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 55-64",,"2020",68.317,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 65+",,"2020",31.118,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): Total",,"2020",78.267,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): 15-24",,"2020",59.64,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): 25-54",,"2020",91.807,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): 55-64",,"2020",76.896,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): 65+",,"2020",42.218,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): Total",,"2020",68.132,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): 15-24",,"2020",67.918,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): 25-54",,"2020",84.133,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): 55-64",,"2020",60.059,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): 65+",,"2020",23.872,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+",,"2019",74.537,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15-64",,"2019",81.202,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15-24",,"2019",66.707,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 25+",,"2019",76.248,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15+",,"2019",79.684,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15-64",,"2019",84.006,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15-24",,"2019",62.077,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 25+",,"2019",83.749,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15+",,"2019",69.616,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15-64",,"2019",78.346,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15-24",,"2019",71.553,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 25+",,"2019",69.216,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): Total",,"2019",74.537,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 15-24",,"2019",66.707,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 25-54",,"2019",89.079,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 55-64",,"2019",69.127,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 65+",,"2019",31.602,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): Total",,"2019",79.684,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): 15-24",,"2019",62.077,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): 25-54",,"2019",92.783,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): 55-64",,"2019",78.003,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): 65+",,"2019",43.35,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): Total",,"2019",69.616,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): 15-24",,"2019",71.553,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): 25-54",,"2019",85.281,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): 55-64",,"2019",60.597,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): 65+",,"2019",24.193,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+",,"2018",74.532,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15-64",,"2018",81.112,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15-24",,"2018",66.69,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 25+",,"2018",76.293,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15+",,"2018",79.689,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15-64",,"2018",83.85,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15-24",,"2018",62.076,
"Korea, Democratic People's Republic of","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2023 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 25+",,"2018",83.882,
